0,0,-1.133615017,-1.300804734,-0.538538814,-6.155058384,-0.538538814,-6.155058384,51.11624527,5.443181038
0,0.010000229,-1.136397004,-1.359051228,-0.084069893,-5.984800339,-0.084069893,-5.984800339,47.6414566,8.930828094
0,0.019999504,-1.135035872,-1.421487689,0.392555594,-5.932790756,0.392555594,-5.932790756,45.20138931,14.6725502
0,0.029999733,-1.129954815,-1.47718668,0.832057297,-5.790274143,0.832057297,-5.790274143,43.80441284,19.96837807
0,0.039999962,-1.117208242,-1.53837657,1.263467073,-5.518693924,1.263467073,-5.518693924,41.66233826,28.7639637
0,0.050000191,-1.103708029,-1.590120435,1.670695066,-5.193429947,1.670695066,-5.193429947,40.30382538,33.69118881
0,0.06000042,-1.084985971,-1.640955448,2.056353569,-4.793015003,2.056353569,-4.793015003,38.83475876,35.40734482
0,0.069999695,-1.062531233,-1.68556869,2.450805426,-4.46855402,2.450805426,-4.46855402,36.9156723,37.61869812
0,0.079999924,-1.034978986,-1.730303168,2.815150023,-4.110764027,2.815150023,-4.110764027,34.5345993,42.54794693
0,0.090000153,-1.006171227,-1.768874288,3.137080431,-3.653620243,3.137080431,-3.653620243,32.81337738,49.52924347
0,0.100000381,-0.972408473,-1.804840922,3.439945936,-3.073084593,3.439945936,-3.073084593,32.46406174,55.24317169
0,0.109999657,-0.936962426,-1.830980897,3.779076099,-2.51093173,3.779076099,-2.51093173,33.51869583,59.18316269
0,0.119999886,-0.897586048,-1.852904081,4.117355347,-1.91994977,4.117355347,-1.91994977,33.48940659,63.05539703
0,0.130000114,-0.854628623,-1.870389223,4.474310875,-1.271029472,4.474310875,-1.271029472,31.91402054,69.4269104
0,0.140000343,-0.807707608,-1.881134152,4.766798973,-0.540265977,4.766798973,-0.540265977,29.00675774,77.70830536
0,0.149999619,-0.758186102,-1.880417347,5.050055504,0.270571709,5.050055504,0.270571709,25.88206482,85.18604279
0,0.159999847,-0.707467377,-1.874903321,5.279820919,1.194664836,5.279820919,1.194664836,23.86424828,91.91679382
0,0.170000076,-0.652245998,-1.859976053,5.511903286,2.120806932,5.511903286,2.120806932,20.82841301,98.01864624
0,0.180000305,-0.596686661,-1.831621528,5.729087353,3.130455971,5.729087353,3.130455971,16.70584869,102.6615524
0,0.18999958,-0.537981331,-1.796017885,5.866842747,4.203608513,5.866842747,4.203608513,9.951453209,107.8337326
0,0.199999809,-0.478145331,-1.750359654,5.937643528,5.286341667,5.937643528,5.286341667,2.081858873,112.7010345
0,0.210000038,-0.418174535,-1.690426588,5.90519762,6.434551239,5.90519762,6.434551239,-7.096456528,115.8829575
0,0.220000267,-0.359707862,-1.620100141,5.814002991,7.650036335,5.814002991,7.650036335,-17.62746811,119.6090393
0,0.229999542,-0.301940143,-1.539420128,5.573840141,8.815908432,5.573840141,8.815908432,-29.91806412,124.2677155
0,0.239999771,-0.245562375,-1.443361044,5.2219491,10.07611465,5.2219491,10.07611465,-43.91766739,127.6487503
0,0.25,-0.196555272,-1.338000655,4.705321789,11.43489742,4.705321789,11.43489742,-57.88917542,132.2346344
0,0.260000229,-0.151302859,-1.217004061,4.052378654,12.72297955,4.052378654,12.72297955,-74.72283173,136.116272
0,0.269999504,-0.113803819,-1.080853701,3.264166355,14.10420799,3.264166355,14.10420799,-91.69298553,141.5382385
0,0.279999733,-0.084319152,-0.935785532,2.206384897,15.54727268,2.206384897,15.54727268,-108.127533,153.0667572
0,0.289999962,-0.066838801,-0.773399532,1.043669462,17.09966278,1.043669462,17.09966278,-116.0886612,159.8510437
0,0.300000191,-0.064466134,-0.593367517,-0.243749306,18.87859154,-0.243749306,18.87859154,-105.0184631,149.8148041
0,0.31000042,-0.07154686,-0.397079587,-1.315199733,20.43110275,-1.315199733,20.43110275,-71.59690857,109.8536224
0,0.319999695,-0.094152592,-0.180015981,-1.865103841,21.37229347,-1.865103841,21.37229347,-15.21746826,35.23381424
0,0.329999924,-0.117755562,0.041479796,-1.725498796,21.34549332,-1.725498796,21.34549332,46.3037796,-50.13801575
0,0.340000153,-0.134616971,0.255967438,-0.799473107,20.1830864,-0.799473107,20.1830864,95.26587677,-122.3671265
0,0.350000381,-0.137589604,0.452203333,0.467174023,18.51880455,0.467174023,18.51880455,121.8496628,-163.8652344
0,0.359999657,-0.124209225,0.623776555,1.801853538,16.6672802,1.801853538,16.6672802,124.2930298,-171.9989777
0,0.390000343,-0.014618814,1.047760606,5.060245991,11.84325123,5.060245991,11.84325123,81.11000061,-144.1786652
0,0.399999619,0.039080072,1.16102767,5.767004967,10.50604439,5.767004967,10.50604439,65.72703552,-142.12117
0,0.409999847,0.102112174,1.257001877,6.29612112,9.141914368,6.29612112,9.141914368,50.48022461,-141.322464
0,0.420000076,0.166466013,1.344357014,6.78401947,7.632082939,6.78401947,7.632082939,38.07975388,-144.7230072
0,0.430000305,0.236494258,1.413191676,7.075749874,6.214108467,7.075749874,6.214108467,25.40190887,-143.5804138
0,0.43999958,0.311089993,1.464536905,7.281177998,4.733797073,7.281177998,4.733797073,12.91870213,-138.8812103
0,0.449999809,0.383587688,1.507617354,7.317636967,3.412037134,7.317636967,3.412037134,4.834781647,-136.2609863
0,0.460000038,0.456978202,1.533833981,7.309010983,2.089058161,7.309010983,2.089058161,-0.15070039,-132.3062286
0,0.470000267,0.529431999,1.549144983,7.303572655,0.723428845,7.303572655,0.723428845,-2.592218876,-127.3407974
0,0.479999542,0.603618383,1.548225999,7.280674934,-0.537210345,7.280674934,-0.537210345,-5.043234825,-120.8171692
0,0.489999771,0.675446212,1.536592841,7.202194214,-1.64186883,7.202194214,-1.64186883,-6.834050655,-114.2837067
0,0.5,0.748004854,1.513249516,7.1075387,-2.769151688,7.1075387,-2.769151688,-8.407809258,-108.9959717
0,0.510000229,0.81734848,1.484539747,7.048438549,-3.874785662,7.048438549,-3.874785662,-9.703186035,-102.2561188
0,0.519999504,0.888044178,1.43579495,6.937162399,-4.870550156,6.937162399,-4.870550156,-14.14204788,-87.06056976
0,0.529999733,0.957848489,1.38158083,6.802222729,-5.703975677,6.802222729,-5.703975677,-22.55102348,-66.54761505
0,0.539999962,1.024613023,1.321201444,6.523543835,-6.207585335,6.523543835,-6.207585335,-32.98941422,-43.32568741
0,0.550000191,1.089175224,1.256637692,6.127696514,-6.533648968,6.127696514,-6.533648968,-45.36706924,-19.74105453
0,0.56000042,1.148558021,1.187887192,5.624955177,-6.621997833,5.624955177,-6.621997833,-56.68260574,1.108689427
0,0.569999695,1.202260733,1.121555448,4.983163834,-6.483821869,4.983163834,-6.483821869,-66.35988617,19.41503525
0,0.579999924,1.249318004,1.057642698,4.261680126,-6.177064419,4.261680126,-6.177064419,-73.76150513,32.33588791
0,0.590000153,1.287953377,0.997568905,3.491339684,-5.785364151,3.491339684,-5.785364151,-77.98667145,38.47982025
0,0.600000381,1.318795681,0.941027284,2.68279171,-5.354432583,2.68279171,-5.354432583,-79.68742371,39.31030273
0,0.609999657,1.342088938,0.890595019,1.873274326,-4.97114706,1.873274326,-4.97114706,-79.1461792,36.55016708
0,0.619999886,1.356389761,0.843407989,1.086341619,-4.618658066,1.086341619,-4.618658066,-76.52485657,31.37836456
0,0.630000114,1.362820029,0.797821164,0.33225584,-4.325743198,0.33225584,-4.325743198,-74.39093018,29.61696625
